Marca temporal,Fecha de Nacimiento,Situación laboral en la qué se encuentra,Horas que le dedica a dicho trabajo por día. (0 si no es empleado) Coloque punto (.) para separar (Ejemplo: 1.5),Días laborales en los que tiene qué desempeñar las horas de trabajo. (0 si no es empleado) ,Tiempo en minutos para llegar a su trabajo en el mejor de los casos (tráfico moderado) Coloque punto (.) para separar (Ejemplo: 30.5)  (0 si no es empleado) ,Distrito de residencia,Distrito donde labura,Nivel de estudios TERMINADOS,Creencia religiosa,¿A cuántos de los siguientes dispositivos inteligentes cuenta con acceso?,¿Tiene conocimiento sobre el concepto de Inteligencia Artificial?,¿Las personas con las que se relaciona (Amigos/Familiares) saben acerca de las Inteligencias Artificiales?,¿Es consciente sobre las capacidades de una Inteligencia Artificial frente al propio ser humano?,¿Conoce alguna Inteligencia Artificial o ha escuchado hablar de alguna?,¿Ha usado alguna Inteligencia Artificial para realizar alguna de estas tareas?,¿Divulgó o divulgaría el tema sobre la Inteligencia Artificial?,¿Cree qué las Inteligencias Artificiales podrían reemplazar a los trabajadores de empleos como Call Center?,¿Cree qué las Inteligencias Artificiales podrían reemplazar a los trabajadores de empleos como contabilidad y cálculo de impuestos?,"¿Cree qué las Inteligencias Artificiales podrían reemplazar a los trabajadores de empleos como Marketing, estudio de mercado y publicidad?",¿Cree que la automatización (Inteligencias Artificiales a cargo de trabajos humanos) será un problema para los trabajadores a finales de esta década?,Cual es su opinión acerca del avance de estas tecnologías.
23/05/2023 10:38:10,17/06/2003,Desempleado,0,0,0,"Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)",No Laburo,Secundaria completa,Católico,Laptop O Computadora,Sí,Tal vez,Si,Sí,Consultar definiciones,Si,Sí,Sí,Sí,Sí,"Parcialmente de acuerdo, no todos los empleos pueden ser automatizados."
23/05/2023 10:46:10,22/08/2023,Desempleado,0,0,0,"Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)",No Laburo,Pregrado (Bachiller),Cristiano,Laptop O Computadora,Sí,Sí,Si,Sí,"Obtener información, Realizar alguna tarea, Consultar definiciones, Programar",Si,Sí,Sí,Sí,Sí,"Parcialmente de acuerdo, no todos los empleos deberían ser automatizados."
23/05/2023 10:46:51,7/09/1998,Empleado en múltiples empleos,2,4,1.5,"Lima Sur (San Juan de Miraflores, Villa María del Triunfo, Villa el Salvador, Pachacamac, Lurín, Punta Negra, Punta Hermosa, San Bartolo)","Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)",Secundaria completa,Israelita,"Laptop O Computadora, Smartphone",Sí,Sí,Si,Sí,"Organizar horarios, Obtener información, Realizar alguna tarea",Si,Sí,Sí,Sí,Sí,"Parcialmente de acuerdo, no todos los empleos pueden ser automatizados."
23/05/2023 10:52:18,14/01/2002,Empleado de medio tiempo,4,5,0,"Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)","Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)",Pregrado (Bachiller),Cristiano,"Laptop O Computadora, Tableta, Smartphone",Sí,Sí,No del todo,Sí,"Organizar horarios, Obtener información, Armar presentaciones, Realizar alguna tarea, Programar",Si,Sí,Sí,Sí,No,Completamente de acuerdo con respecto a la automatización.
23/05/2023 10:59:08,21/07/2003,Desempleado,0,0,0,"Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)",No Laburo,Secundaria completa,Católico,"Laptop O Computadora, Tableta, Smartphone",Sí,Sí,No del todo,Sí,"Organizar horarios, Obtener información, Realizar alguna tarea, Consultar definiciones, Programar",Si,Sí,No,No,No,"Parcialmente de acuerdo, no todos los empleos deberían ser automatizados."
23/05/2023 10:59:33,28/01/2003,Empleado de medio tiempo,1.5,7,15,"Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)","Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)",Secundaria completa,Ninguno,"Laptop O Computadora, Smartphone",Sí,No,Si,Sí,"Armar presentaciones, Realizar alguna tarea, Consultar definiciones, Programar",Si,Sí,Sí,No,Sí,"Parcialmente de acuerdo, no todos los empleos deberían ser automatizados."
23/05/2023 10:59:47,12/10/2002,Empleado de medio tiempo,4,3,1,"Lima Este (Chosica, San Juan de Lurigancho, Ate, Santa Anita, Cieneguilla, El Agustino)","Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)",Secundaria completa,Católico,"Laptop O Computadora, Tableta, Smartphone",Sí,Sí,Si,Sí,"Organizar horarios, Obtener información, Armar presentaciones, Realizar alguna tarea, Consultar definiciones, Programar",Si,Sí,No,No,No,Completamente de acuerdo con respecto a la automatización.
23/05/2023 10:59:54,23/07/2003,Desempleado,0,0,0,"Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)",No Laburo,Secundaria completa,Católico,"Laptop O Computadora, Tableta, Smartphone",Sí,Tal vez,Si,Sí,Organizar horarios,Si,Sí,Sí,Sí,Sí,"Parcialmente de acuerdo, no todos los empleos pueden ser automatizados."
23/05/2023 11:04:33,28/08/2006,Desempleado,0,0,0,"Lima Sur (San Juan de Miraflores, Villa María del Triunfo, Villa el Salvador, Pachacamac, Lurín, Punta Negra, Punta Hermosa, San Bartolo)",No Laburo,Secundaria completa,Católico,"Laptop O Computadora, Tableta, Smartphone",Sí,No,Si,Sí,"Obtener información, Armar presentaciones, Realizar alguna tarea, Consultar definiciones, Programar",Si,Sí,No,No,Sí,"Parcialmente de acuerdo, no todos los empleos pueden ser automatizados."
23/05/2023 11:05:11,18/08/2005,Desempleado,0,0,60,"Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)",No Laburo,Secundaria completa,Católico,"Laptop O Computadora, Smartphone",Sí,Sí,Si,Sí,"Organizar horarios, Obtener información, Realizar alguna tarea, Consultar definiciones, Programar",No,No,No,No,No,Completamente de acuerdo con respecto a la automatización.
23/05/2023 11:10:10,10/11/2004,Desempleado,0,0,0,"Lima Sur (San Juan de Miraflores, Villa María del Triunfo, Villa el Salvador, Pachacamac, Lurín, Punta Negra, Punta Hermosa, San Bartolo)",No Laburo,Pregrado (Bachiller),Cristiano,"Laptop O Computadora, Tableta, Smartphone",Sí,Tal vez,Si,Sí,"Obtener información, Realizar alguna tarea",Si,Sí,Sí,No,Sí,"Parcialmente de acuerdo, no todos los empleos pueden ser automatizados."
23/05/2023 11:12:48,2/08/2004,Desempleado,0,0,0,"Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)",No Laburo,Secundaria completa,No tengo creencia,Laptop O Computadora,Sí,Sí,Si,No del todo,"Realizar alguna tarea, Programar",Si,Sí,Sí,Sí,Sí,Completamente de acuerdo con respecto a la automatización.
23/05/2023 11:17:05,21/10/2005,Desempleado,0,0,0,"Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)",No Laburo,Secundaria completa,Católico,"Laptop O Computadora, Tableta, Smartphone",Sí,Sí,Si,Sí,"Realizar alguna tarea, Consultar definiciones",Si,Sí,Sí,No,No,"Parcialmente de acuerdo, no todos los empleos deberían ser automatizados."
23/05/2023 11:17:44,25/09/2005,Empleado en múltiples empleos,2,3,15,"Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)","Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)",Secundaria completa,Católico,"Laptop O Computadora, Smartphone",Sí,Sí,Si,Sí,"Obtener información, Consultar definiciones",Si,Sí,Sí,Sí,Sí,"Parcialmente de acuerdo, no todos los empleos deberían ser automatizados."
23/05/2023 11:17:53,30/08/2006,Desempleado,0,0,0,"Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)",No Laburo,Secundaria completa,Católico,"Laptop O Computadora, Smartphone",Sí,Sí,Si,Sí,"Realizar alguna tarea, Programar",Si,No,Sí,No,Sí,"Parcialmente de acuerdo, no todos los empleos pueden ser automatizados."
23/05/2023 11:22:37,31/03/2001,Desempleado,0,0,60,"Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)","Lima Norte (Ancón, Carabayllo, Santa Rosa, Puente Piedra, Comas, Los Olivos, Independencia, San Martín de Porres)",Secundaria completa,Católico,Laptop O Computadora,No del todo,Sí,Si,Sí,"Obtener información, Realizar alguna tarea, Consultar definiciones",No,Sí,No,No,No,"Parcialmente de acuerdo, no todos los empleos pueden ser automatizados."
23/05/2023 11:25:29,22/05/2023,Desempleado,0,0,0,"Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)","Lima Norte (Ancón, Carabayllo, Santa Rosa, Puente Piedra, Comas, Los Olivos, Independencia, San Martín de Porres)",Secundaria completa,Católico,Laptop O Computadora,Sí,No,Si,Sí,Obtener información,Si,No,Sí,Sí,Sí,"Parcialmente de acuerdo, no todos los empleos pueden ser automatizados."
23/05/2023 11:26:49,1/03/2005,Desempleado,0,0,0,"Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)",No Laburo,Secundaria completa,Católico,"Laptop O Computadora, Tableta, Smartphone",No del todo,Tal vez,No del todo,No del todo,Obtener información,Si,Sí,Sí,Sí,Sí,"Parcialmente de acuerdo, no todos los empleos deberían ser automatizados."
23/05/2023 11:27:04,1/10/2002,Desempleado,0,0,0,"Lima Sur (San Juan de Miraflores, Villa María del Triunfo, Villa el Salvador, Pachacamac, Lurín, Punta Negra, Punta Hermosa, San Bartolo)",No Laburo,Secundaria completa,Católico,"Laptop O Computadora, Tableta, Smartphone",Sí,Sí,Si,Sí,"Organizar horarios, Obtener información, Armar presentaciones, Realizar alguna tarea, Programar",Si,No,Sí,No,Sí,Completamente de acuerdo con respecto a la automatización.
23/05/2023 17:32:44,9/03/1970,Empleado en múltiples empleos,10,6,1.30,"Lima Norte (Ancón, Carabayllo, Santa Rosa, Puente Piedra, Comas, Los Olivos, Independencia, San Martín de Porres)","Lima Este (Chosica, San Juan de Lurigancho, Ate, Santa Anita, Cieneguilla, El Agustino)",Master,Católico,"Laptop O Computadora, Smartphone",Sí,Sí,No del todo,No del todo,"Realizar alguna tarea, Consultar definiciones",Si,No,Sí,Sí,Sí,"Parcialmente de acuerdo, no todos los empleos pueden ser automatizados."
23/05/2023 19:51:44,1/02/1994,Empleado de medio tiempo,6,6,0,"Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)","Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)",Pregrado (Bachiller),Deista,"Laptop O Computadora, Smartphone",Sí,Sí,Si,Sí,"Obtener información, Realizar alguna tarea, Consultar definiciones, Programar, Otros",Si,Sí,Sí,Sí,Sí,"Parcialmente de acuerdo, no todos los empleos deberían ser automatizados."
24/05/2023 9:58:03,29/03/2003,Desempleado,0,0,0,"Lima Sur (San Juan de Miraflores, Villa María del Triunfo, Villa el Salvador, Pachacamac, Lurín, Punta Negra, Punta Hermosa, San Bartolo)",No Laburo,Pregrado (Bachiller),Católico,"Laptop O Computadora, Smartphone",Sí,Sí,Si,Sí,"Organizar horarios, Obtener información, Armar presentaciones, Realizar alguna tarea, Programar",Si,Sí,Sí,No,Sí,Completamente de acuerdo con respecto a la automatización.
24/05/2023 10:31:07,20/04/2004,Desempleado,0,0,40,"Lima Norte (Ancón, Carabayllo, Santa Rosa, Puente Piedra, Comas, Los Olivos, Independencia, San Martín de Porres)",No Laburo,Secundaria completa,Ateismo religioso,"Laptop O Computadora, Tableta, Smartphone",Sí,Tal vez,Si,No del todo,"Realizar alguna tarea, Consultar definiciones, Programar, Otros",Si,Sí,Sí,Sí,Sí,Completamente de acuerdo con respecto a la automatización.
24/05/2023 10:33:52,20/12/2003,Desempleado,0,0,0,"Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)",No Laburo,Secundaria completa,Católico,"Laptop O Computadora, Smartphone",No del todo,Tal vez,Si,Sí,"Obtener información, Consultar definiciones",Si,Sí,Sí,No,Sí,"Parcialmente de acuerdo, no todos los empleos pueden ser automatizados."
24/05/2023 11:03:50,11/03/2005,Desempleado,0,0,0,"Lima Este (Chosica, San Juan de Lurigancho, Ate, Santa Anita, Cieneguilla, El Agustino)",No Laburo,Secundaria completa,Cristiano,"Laptop O Computadora, Smartphone",Sí,Sí,Si,Sí,"Obtener información, Consultar definiciones, Programar",Si,No,Sí,Sí,No,"Parcialmente de acuerdo, no todos los empleos pueden ser automatizados."
24/05/2023 11:04:47,7/01/2003,Empleado de medio tiempo,8,0,40,"Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)","Lima Sur (San Juan de Miraflores, Villa María del Triunfo, Villa el Salvador, Pachacamac, Lurín, Punta Negra, Punta Hermosa, San Bartolo)",Secundaria completa,Cristiano,Laptop O Computadora,Sí,Tal vez,No del todo,Sí,"Organizar horarios, Armar presentaciones, Realizar alguna tarea, Consultar definiciones",No,Sí,No,Sí,Sí,"Parcialmente de acuerdo, no todos los empleos deberían ser automatizados."
24/05/2023 11:06:11,19/07/2002,Desempleado,0,0,0,"Lima Este (Chosica, San Juan de Lurigancho, Ate, Santa Anita, Cieneguilla, El Agustino)",No Laburo,Secundaria completa,Ateo,"Laptop O Computadora, Smartphone",Sí,Sí,No del todo,Sí,"Obtener información, Armar presentaciones, Realizar alguna tarea, Consultar definiciones, Programar, Otros",Si,Sí,Sí,No,Sí,"Parcialmente de acuerdo, no todos los empleos pueden ser automatizados."
24/05/2023 12:05:24,7/11/2001,Desempleado,0,0,0,"Lima Norte (Ancón, Carabayllo, Santa Rosa, Puente Piedra, Comas, Los Olivos, Independencia, San Martín de Porres)",No Laburo,Secundaria completa,Agnóstica ,Laptop O Computadora,Sí,Sí,Si,Sí,Realizar alguna tarea,No,Sí,No,No,No,"Parcialmente de acuerdo, no todos los empleos pueden ser automatizados."
24/05/2023 14:55:55,22/03/2006,Desempleado,0,0,0,"Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)",No Laburo,Secundaria completa,Católico,"Laptop O Computadora, Tableta",Sí,Tal vez,Si,Sí,"Obtener información, Armar presentaciones, Realizar alguna tarea, Consultar definiciones, Programar",No,Sí,Sí,No,No,"Parcialmente de acuerdo, no todos los empleos pueden ser automatizados."
24/05/2023 14:56:09,29/10/2005,Desempleado,0,0,0,"Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)",No Laburo,Secundaria completa,Católico,"Laptop O Computadora, Tableta, Smartphone",Sí,Tal vez,Si,Sí,"Organizar horarios, Obtener información, Realizar alguna tarea",Si,Sí,Sí,No,Sí,Completamente de acuerdo con respecto a la automatización.
24/05/2023 14:57:25,7/07/2002,Desempleado,0,0,0,"Lima Este (Chosica, San Juan de Lurigancho, Ate, Santa Anita, Cieneguilla, El Agustino)",No Laburo,Secundaria completa,Cristiano,"Laptop O Computadora, Smartphone",Sí,Tal vez,Si,Sí,"Organizar horarios, Obtener información, Armar presentaciones, Realizar alguna tarea, Consultar definiciones, Programar, Otros",Si,Sí,Sí,No,Sí,"Parcialmente de acuerdo, no todos los empleos deberían ser automatizados."
24/05/2023 14:57:35,24/05/2002,Desempleado,0,0,0,"Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)",No Laburo,Secundaria completa,Católico,"Laptop O Computadora, Smartphone",Sí,Sí,Si,Sí,"Obtener información, Consultar definiciones, Programar",Si,Sí,Sí,Sí,No,Completamente de acuerdo con respecto a la automatización.
24/05/2023 14:58:15,30/07/2002,Desempleado,0,0,0,"Lima Sur (San Juan de Miraflores, Villa María del Triunfo, Villa el Salvador, Pachacamac, Lurín, Punta Negra, Punta Hermosa, San Bartolo)",No Laburo,Secundaria completa,Atea,"Laptop O Computadora, Tableta, Smartphone",Sí,Sí,No del todo,Sí,"Obtener información, Realizar alguna tarea, Consultar definiciones",Si,Sí,Sí,Sí,No,Completamente de acuerdo con respecto a la automatización.
24/05/2023 14:58:34,22/01/2004,Desempleado,0,0,0,"Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)",No Laburo,Secundaria completa,Católico,"Laptop O Computadora, Smartphone",Sí,Tal vez,Si,Sí,"Organizar horarios, Obtener información, Realizar alguna tarea, Consultar definiciones",Si,Sí,Sí,No,No,"Parcialmente de acuerdo, no todos los empleos deberían ser automatizados."
24/05/2023 15:00:33,4/10/2001,Desempleado,0,0,0,"Lima Este (Chosica, San Juan de Lurigancho, Ate, Santa Anita, Cieneguilla, El Agustino)",No Laburo,Secundaria completa,Católico,"Laptop O Computadora, Smartphone",Sí,Tal vez,Si,Sí,"Organizar horarios, Obtener información, Realizar alguna tarea, Consultar definiciones, Programar",Si,Sí,Sí,No,Sí,"Parcialmente de acuerdo, no todos los empleos pueden ser automatizados."
24/05/2023 15:01:09,28/03/2003,Desempleado,0,0,0,"Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)",No Laburo,Secundaria completa,Católico,"Laptop O Computadora, Smartphone",Sí,Sí,Si,Sí,"Organizar horarios, Obtener información, Armar presentaciones, Realizar alguna tarea, Consultar definiciones, Programar",Si,Sí,Sí,Sí,Sí,"Parcialmente de acuerdo, no todos los empleos pueden ser automatizados."
24/05/2023 15:05:08,31/05/2002,Desempleado,0,0,0,"Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)",No Laburo,Secundaria completa,Agnóstico ,"Laptop O Computadora, Tableta, Smartphone",Sí,Tal vez,Si,Sí,"Obtener información, Realizar alguna tarea, Consultar definiciones, Programar, Otros",Si,Sí,Sí,Sí,Sí,Completamente de acuerdo con respecto a la automatización.
24/05/2023 15:05:51,30/03/1999,Desempleado,0,0,0,"Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)",No Laburo,Secundaria completa,Católico,"Laptop O Computadora, Smartphone",Sí,Tal vez,No del todo,Sí,Obtener información,Si,No,No,Sí,Sí,Completamente de acuerdo con respecto a la automatización.
24/05/2023 15:09:21,4/01/2001,Empleado de medio tiempo,5,5,40,"Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)","Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)",Secundaria completa,Católico,"Laptop O Computadora, Tableta, Smartphone",Sí,Sí,Si,Sí,"Organizar horarios, Realizar alguna tarea, Consultar definiciones",Si,Sí,No,Sí,Sí,"Parcialmente de acuerdo, no todos los empleos pueden ser automatizados."
24/05/2023 15:09:37,24/10/2002,Desempleado,0,0,0,"Lima Este (Chosica, San Juan de Lurigancho, Ate, Santa Anita, Cieneguilla, El Agustino)",No Laburo,Secundaria completa,Católico,"Laptop O Computadora, Tableta, Smartphone",Sí,Tal vez,No del todo,Sí,"Obtener información, Consultar definiciones",Si,Sí,No,No,Sí,"Parcialmente de acuerdo, no todos los empleos deberían ser automatizados."
24/05/2023 15:10:26,22/04/2000,Empleado de tiempo completo,6,4,50,"Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)","Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)",Secundaria completa,Católico,"Laptop O Computadora, Tableta, Smartphone",Sí,Tal vez,No del todo,Sí,"Obtener información, Realizar alguna tarea, Consultar definiciones, Programar",Si,Sí,Sí,No,Sí,"Parcialmente de acuerdo, no todos los empleos pueden ser automatizados."
24/05/2023 15:11:42,11/02/2003,Desempleado,0,0,0,"Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)",No Laburo,Secundaria completa,Católico,"Laptop O Computadora, Smartphone",Sí,Sí,Si,Sí,"Obtener información, Consultar definiciones",No,No,Sí,No,Sí,"Parcialmente de acuerdo, no todos los empleos deberían ser automatizados."
24/05/2023 15:12:38,2/09/2002,Desempleado,0,0,0,"Lima Este (Chosica, San Juan de Lurigancho, Ate, Santa Anita, Cieneguilla, El Agustino)",No Laburo,Secundaria completa,Cristiano,"Laptop O Computadora, Smartphone",Sí,Sí,Si,Sí,"Organizar horarios, Armar presentaciones, Realizar alguna tarea",Si,Sí,Sí,Sí,Sí,"Parcialmente de acuerdo, no todos los empleos pueden ser automatizados."
24/05/2023 15:14:00,14/12/2001,Desempleado,0,0,0,"Lima Este (Chosica, San Juan de Lurigancho, Ate, Santa Anita, Cieneguilla, El Agustino)",No Laburo,Secundaria completa,Católico,"Laptop O Computadora, Tableta, Smartphone",Sí,Sí,Si,Sí,"Obtener información, Consultar definiciones",Si,Sí,Sí,No,Sí,"Parcialmente de acuerdo, no todos los empleos pueden ser automatizados."
24/05/2023 15:16:36,12/10/2004,Empleado de medio tiempo,4,4,60,"Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)","Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)",Secundaria completa,Católico,"Laptop O Computadora, Tableta, Smartphone",Sí,Sí,Si,Sí,"Obtener información, Armar presentaciones, Realizar alguna tarea, Consultar definiciones, Programar, Otros",Si,Sí,Sí,Sí,Sí,Completamente de acuerdo con respecto a la automatización.
24/05/2023 15:17:24,29/07/2006,Desempleado,0,0,0,"Lima Norte (Ancón, Carabayllo, Santa Rosa, Puente Piedra, Comas, Los Olivos, Independencia, San Martín de Porres)",No Laburo,Secundaria completa,Agnóstico ,"Laptop O Computadora, Smartphone",Sí,Sí,Si,Sí,"Organizar horarios, Obtener información, Armar presentaciones, Realizar alguna tarea, Consultar definiciones, Programar, Otros",Si,No,Sí,No,Sí,"Parcialmente de acuerdo, no todos los empleos pueden ser automatizados."
24/05/2023 15:18:13,17/06/2000,Desempleado,0,0,0,"Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)",No Laburo,Pregrado (Bachiller),Católico,"Laptop O Computadora, Tableta, Smartphone",Sí,Sí,Si,Sí,"Obtener información, Consultar definiciones, Programar",Si,Sí,Sí,No,No,"Parcialmente de acuerdo, no todos los empleos pueden ser automatizados."
